comment,label
Aur in logo ko pta kuch nhi ki ki kya bolna hai but bolenge jarur.. ek bollywood celeb ne tweet kiya.. mai anpad hun.. mera pass koi proof nhi hai .. aur mera naam NRC mai nhi aaya to... abhe tum logo ke pass passport nhi hai kya.. ghar nhi hai kya .. vote nhi diya kabhi... kya tumhari phechan koi kra nhi sakta..,2
Yaha hai kuch.. jo sach sun nhi sakte aur unko chup krane ke liye wo unhe bhakts khena shuru kr denge..,2
JNU mn anti Indian slogan b lgaye gye the. Tb yh sare clebs mr gye the kya?? I know this is not right. But stand with personality not with your personal benefits,3
Why that protest is going on you know there is only 20 rs fees of years and they got food and hostel fee are very less and they also get 8000 r.s from UGC every month so woh wahi pade rehte hai aur ese bee tuki baato pe protest karte rehte hai,2
@anuragkashyap10 : have balls man...students never do riots..!!!!! Jamia...JNU...”👌🏻 what abt Hinduism and Kashmiri pandit...what abt sikhs facing bias ness in PAK. Kuch lines unke lie b bol do...N uppr se niche tAk juth...!! Really man..?? U r genius and intelligent n still gvn this statements...,3
Nazi govt hai ye...desh ko le dubegi...,3
😂😂..mc,3
Amit shah - lek inch vapas nahi hoga 😂,2
Kya bakchodi hai....😂😂😂😂😂,3
Chal jhutthi😑 50 kaato iske.,3
Didi ko koi smjhaao jammu mai bhi bndh hai 🙌,2
aree didi to internet k chakkr m free Kashmir krogi teri aisi ki tsi,3
Maine time waste kiya video dekh kr .,2
Bc. Kaan k neeche do bjao isko sala kuch hota h nhi aajate h poster leke free kashmir ye kashmir vo kashmir bc. Sala acha tareeqa h popular hone ka,3
"Kya ghnta ""free kashmir"" i am myself from jandk net bnd h hume koi farak ni pdra isko zada dard horhi h aagyi poster leke  fuckin cynical. 🖕",3
Time waste kr di mera,2
Kha kr kon bowl krta hai?😂,2
Police ka chai pani iski first salary se jyada hota he.,3
Verified,
,
Jo bol re hai unko bada knowledge hai bill ke bare me 😂,2
"अरे बेटा, तुम वोट वाले हो क्या? जो उनसे अपना ओपिनियन बुलवाना चाहते हो!",2
Seedha seedha ye bol ki paise khaye hai tune.,3
jai hind,2
Yes! Just because 22 jan ko CAA ka faisla aane wala tha! To bas ek aur nayi chaal dhiyaan bhatkaane ko! Kitne gire hue hain ye log! Ye log punishment dene ka stunt bhi apne fayede liye karte hain. 😡😡😡😡,3
What about Mohammed afroz usko ku chod diya aage vo kisi or ke sath esa krega,2
Asifa aur twinkle ko bhi do isaaf jaldi,2
nabalik  ko bhi fanshi do .. betichodo,3
Death to normal lag rae inke lie.. sabse pehle inki mardangi ka saboot hatana chae.. fer salo k chote chote tukde karke jungali janwar ko khilana chae,3
Aabhi bhi time hai India ko bacha lo warna kahi aisa naa ho ke Har roj aise Doshiyo ko fansi deni padhe bcz aaj Indian Anti national ko zyada pasnd aur support kr rhe hai Jai hind 🇮🇳🇮🇳🇮🇳,3
Sahi hai😍🤗,2
Dil ko mila sukoon. Ahhhh ❤️,2
Sirf inko he nhi un sbko fansi honi chahiye jinhone rape kiye hai 🙏🙏,2
Nyaay mila theek he.... Par itna jaldi kyu 😖😣😫.... Ruk jaate agle election tak.....,3
Baqi rapisto ka kya ...unko be fansi milni chahiye ...,3
Justice jaldi milna chahiye 👏,2
Kuldeep ko umrkhaid kyu???,2
Jabardast..,2
Owaisi ji  Documents show kro 😂,2
Pehli Baar apko dekh kar accha laga😁,2
Abe ye ladka h ya ladki,3
She's just asking her rights... And logo ne isme hindu muslim bhar dia😂😂😂,2
Dont show them they only wants to be famous they just want to be in limelight shit peopels police agar campus me jati he tohh problem hoti he orr whi police nhi jati he inke durr se tohh bhi problem me agr police me rehta tohh kasam se inki gand tod deta,3
1 din thaa jaab yehi logo ne police ko maar rahe thee aur aaj yehi log police se protection maang rahi hai,2
ye JNU wale kuch padhai likhai bhi karte hai ya nahi,3
Public servent.....public me ek ek ki frustration ka javab bhi de😂😂,3
Kanhaiya kumar ki mosi😂,3
Air India Free tickets dete hain is liye AC off rakhte hain .,3
inko upar jaake gira do,3
"Ac on krooo,,,, 😵",2
Bik gya h na shyd air india?,2
Jab train aur flight ka fare same ho jaye to you ll see passengers like them ye kal ko seat bhi todenge i bet you,3
Jaise BSNL shut down hogaya waisa hi halat Air india ki horahi hai..!,2
Ye Sanjay Majrekar ke gaand mein bahot chul hai bkl sala .. Khudko Kya samazhta gandu kya pata.. Kabhi Jaddu se panga abhi isko kuch bol Diya .. Chutiya hai Sala 🙄,3
"Harsha Bhogle is good but you know you want the ""Jaan ki baazi lagaa denge"" during the last over chase.",2
WhatsApp bhakts😂😂,2
han to ? kya ho gaya,2
bhai news dikhao aisi chiize too chalti rehti hai ....Naya kya hai,2
Ha hoti to hai lekin un hospitals me tumhare jaise Ameer log admit nahi hote na,2
missing MODI GOVT😁..CONGRESS CHOR HAI,3
Maaro bhosdke ko.. bc,3
Jab tak inke ghar se koi nai marega tab tak koi kaam nahi hoga.,3
Ye bhi bjp ke waje se hua,2
"sharam kr ,sharam kr,sharam kr",3
Bakwaas fudu cm,3
Iske gr se koi mrta to phir na bolta..,3
Tum log sach Dekho jis ko Jana he wo jaaye 😒 or phele indian constitution paad k aaye,3
😜😜😜😜😜 bache ki itani fikar thi to waha gai kyu thi pagal orat 🤣🤣🤣,3
"Ye 1 NGO MAI KAAM KARTI THI ,YE MAJBOORI THI ISKI ,LAKIN HAME YE JANANA CHAHIYE KI CAA  NRC HAI KYA ,TABHI PROTEST KARE 185 COUNTRY ISE SUPPORT KARTI HAI .",2
Phir be log Sudher nai sakte 😑,2
Ye to DT Savitri ke saamne ka scene h🤣,2
Modern problems require dehati solutions,2
Roadchhaap publicity .,3
Vikas is frustrated because of the lack of vikas.,2
Khud ki motorcycle ke saath kuch kre 😕,2
Sochne ki baat yeh hai kee police ne bike jalane see phele kyu nai roka ...... Baat yeh hai ki kya koi admee khuli road par bike jala raha hai aur police uski iss galti ka wait kar rahi hai ki abbb usse arrest karee .. some real #shit,2
Police ki galti kya hai?,2
@sonam_soni100 dekho @vikastiwari.v Delhi ja kar ye kiya,2
Khudko bhi jhala leta,3
Pollution kr gya mera bhai,2
Rules follow kar ye chutiyapa karne se achha🤷🏻‍♂️,3
isko bike ke liyee licence dena hoga ghooma ke fine dena hoga 😂,2
Bahut acha.. Padma Bhushan dene ka kaam kia h isne.. 👏👏,2
Mean while police man 🚔👮‍♂️ 🔥 is Mai tere ghata  mera kuch ny jata 🔥😝😝,2
Vikas matlab hindu bhenchod ab koi nahi bolta ki yea log ka hi yea violence karna danggay karna 😡😡😡 kha margay socold bhkts,3
Pollution krne ka v chalan kato sale ka,3
Waah bsdk waah ab jail b hogi bsdwiwlae ko😂😂😂,3
Or do modi ji ko vote,3
Ya mere allah...,2
"I feel sad for people like them.  They raise their either child and that too the bread earners, the boys especially in these low-middle families and all of this happens. Now the govt won't hold the police accountable for random and unauthorised firing. This is highly disgusting. Just look at the way that man's crying. Put yourself in his place and try understanding how he must be feeling right now. And people here tryna throw shade at the man as to the girls can earn for themselves. Itne hi career coach ho toh khud kama ke khila do unko.",2
Yogi ki ghand Mein Goli marna chaiyeah,3
UP Police hatyaari hai. Tthhoo on Yogi and Modi.,3
yeh khoon aasman me kranti likhega....,3
Kya janwaar log hai!? Allah kare in logo ko akal de bas aur aise logo ko na public k haath dena chahiye phr samaj aaega,3
Bhid me police kaise bta payegi ki kon danga krra or kon innocent hai ?,2
Saale haarami log,3
#NAME?,2
BJP NE INDIA KO BARBAD KAR DIYA BHAI CHARA KHATAM KR DIYA & BEROJGARI BADA RAHA HE ✅,3
Tumhara Ladka Agar India mein rahti India ka virodh mein bolega dusre Khud Hi Mari Jayegi Tumhare Tumhare 4 beta hai to usse India ko koi Lena Dena Nahin Hai condom Kahe Ke Liye Nahin nikala Hua Hai,3
Then why do you protest on the first place.... Kya darr hai tumko citizenship hai toh proof karo jio apni zindagi 🤷🏻‍♂️,2
Vaha kar kya raha tha fir.. Bc.. Gehu k sath ghun to pisega he.. ANTI-CAA se jin police ko chot aayi hai unka kya..!?,2
"Okay i feel bad for that guy, but the thing is ,if his son is not protesting then why he's out of his house. I mean agr protest hora hai bhar hor usmi public buses jala rhi hai police ko stones fek krr mar rhi hai , too kon aasa insann hoga bhar niklega ghr se sirf dekhne ki liyi hi protest 🤷....",2
Ab to comment box pe koi #modibhakt dikh nhi raha ..kaha hain sab caa aur nrc ko support karne wale ..ab batao.. samay khatam hone se pehle jaag jao bhaiyon aur behno..,2
Jab mil jaye birth certificate to message kr dena. Warna kya hai na bangladesh aur pakistan main itna sasta internet nhi milega tumhe😂😂,3
Bhakts tumare liye ek tag hai #bjpkmb,3
Tera page isi se chal raha hai matlab afwah felata reh,3
Koi fark nhi padega in moti chamre ke bhakto ko yeh zombie ban gye hai..,3
Aur khelo sympathy card bc,3
🔥🔥Yogi ki 🔥🔥🔥,2
Aise mullo🐖🐖 ki gand me danda dhalo ham tumhare sath j🔥🔥🔥,3
Chl bhosdi k suar tera ladka atankwadi hoga mara gya accha hua😂😂😂😂😂,3
Lahnat hai esi sarkaar aur police pe👎👎👎👎👎,3
"@jindalsaab_ pata hai naa aap ko? Kaha pata hai, nahi pata hai!!!!",2
phalay batao bc ye protest ka reason kay hay aur solid reason batao koi bhe,2
"Iske liye congress jimmedar he jo in logo ko bhadkaker protest karwati he, congress k pass itne dhurandhar vakil he, vo chati to supreme court me govt k khilaf ladti, but use pta he wo khud galat he , or uska maksad to janta ki bhid ikhtati karna he taki congress k liye mahol bne,",2
Hum agar ek Dusre ki thodi Bohat madad Kare toh kisi ko bheek mangna nahi padega or jisko insaf Duniya me nahi Mila agar toh usko insaf Allah k pass se zaroor milega Jai Hind,2
Kya chal Raha hai yar Apne Bharat desh Mai ...BC aisa lag Raha Bandar k hath astura lag Gaya hai 😔,3
Unki maaka bhosda. 😣😠😠😠,3
Saari duniya may tamash badega... Log ek dusre kay khoon kay pyase hogay.Fir say saari duniya khtm ho jayegi fir hum kalyug ka end kregay aur naye yug may jayegay..,3
Ise kuch proof ni ho rha ki ye CAA protest ki hi bat kr rha... Are konsi bhagdad... Bhagdad pehli bar hui kya desh me.... Kya rumours felane ke liye koi B vedio utha ke dal dete ho admin,3
In heejdo ke bass ki nahi he peeth peeche goli maarte he haram khor,3
Kya Fark padta hai Inka beta he toh mar gaya hai...buses aur public properties se jyada important thodi hai kisiki jaan...buses public property woh bhi Jo police khud tod rhi thi...but koi na yogi sab manage kr lega itna loss Jo huwa hai public property ka...jaan lena toh aam baat hai is government k under..kabhi Jai shree raam na bolne pe kabhi beef k naam pe kabhi apne haqh k liye ladne pe.,3
Sharm karo goverment thori si sharm.karo khuda ko moun dekhana hai,3
Sab chutia bana rhe hai,3
It was because of the protest..! Ye jo anti-caa log protest kr rahe hai..woh desh ka bhala chahte hi nai..sab sale bikau hai..sirf violence create kr rahe hai desh mai. Protest ke nam pe sab public properties bhi tod fod kr rahe hai..! In dumbfuck logo ko caa ka matlab bhi malum hai kya..bina matlab ka shor macha rahe hai..! Inko hi paile bahar krna chaiye desh se..!🤬🤬😡😡,3
Caa nrc se wo dare jo hindustan mai paida na hua ho .ye highcout ke advocate ka kahna hai .subhue khan naam hai unka .,3
Andh bhakt be like_ woh protest kyu Kar rahe the,3
Yaha comment karne se kuch nahi hoga tumare ek vote ka kamal hai ye 😅,2
Disgusting it is . Itna neeche level ki rajneeti mat kero esa na ho yeh din apko dekhna padd  jaye @narendramodi,3
Jo bhi hua Allah ka hi marzi tha. Unke izazat bina toh patta bhi ni hilta.,2
😭 ya Allah rehem,2
#NAME?,3
in bsdiwaalo ka bass chalta to nehru ki jagah bhi jinna ko desh ka pehla pm bnaate.. fir yahaan b pakistani news channels ki tarah jinna ki raheesi ke aalam dikhaate. chodubhagats. 😂,3
Pe*,2
"Desh chhor do, is desh me andhe bhikhari ko bhi mar mar kar ram ka nam bolwate hain, phir pit pit kar mar dalte hain",3
Allah raham kre😢😭😭😭😭,2
Kare koi Aur bhugate Koi... This is so Heartbreaking.,2
Koi ye bhi bata do ki kitne police walo pe firing hui thi protest me.... 😏,2
😩😥i am very upset with CAA. CAA ki wajah se kisi ki jaan 😫chali gai. Mai bhot  bohot dukhi hu ye khaber sunker ki ek nirdosh ki jaan chali gai hai😖😧😦 😥🙍😖.,2
Modi ki maa ki------,3
Hahaha very nice Brut channel😂😂😂 Congress and aam janta party never gave any controversial statements?😂😂😂 Oh I forgot that being a channel you can not pelt stones here.. wo to chamche kr hi rhe hain😂😂 And remember this is UP police.. NAAM TO SUNA HI HOGA😂 Sidhe goli marti hai baat baad main krti hai😂 This is not J&K where you pelted stones on our army and they remained calm and even saved you from terrorists👍 Ab aao padharo UP main😂,3
Bc maenka ki speech to bhulaye nhi bhulti.😂 Saali . Bjp ne to voto ke liye communalism ka nanga nach kiya hai.,3
Lmao umderwear khaki . Ye to funny tha 😂,3
Nikel lode ja tu Nepal vha bhi Hindu he😂,3
@avanish___d  @ratchit__ azam khan ne toh mic drop kr diya😂,3
@adilhyatt tumhare underwear ka rang _____ hai!!!,3
We've got one! Nuke him from the orbit! Only way to be sure!,
MARO PAKAD KAR YE RAPISTS KO..,3
Kutta sajid ..,3
yeh sub apne aap ko underworld ke baap samjhte hai aur logon ko dhamakte rahte hai,3
Ghatiya admi.....,3
Is kaminay ko nanga karo takay is kaminay ko Pata chale izzat kiya huti hai,3
Treadmill Hatwao Pehle Toh Iske Room Se BC.... 🙄,3
mat dekho enki BC KI Films KO BARBAAD HO J AYENGE Y,3
nana& etc.... filmy tharkis are kmina,3
Land of tharkis,3
Jackline kab bolegy .........?,2
Private Me pant utar ne chale the publicly utar gyi😂😂😂😂😂😂😂,2
"Kitna neech aadmi hai,aur hum log inhe izzat kartey hai same on myself",2
Sajid ke lavde lagenge ab,3
Pata nhi yeah salla mujhe start see Hin harami lagta than aur lo such a bhi Gaya😁,3
metoo chorro or jis ne is dunya me beja h os maksad ko dondo or os pr live kro phr deko life kesi hoti h\],2
Laaaaaa..thakur toh gayo!,2
Chinal sala,3
Bc hai ak number ka,3
Sajit suvar hai,3
Ye Banda Bollywood mein Casting couch chala rha tha fir bhi log isko kuchh nhi bol rhe the 150cr ka budget mil rha hai sale ko film banane ke liye Hadd Chutiyapa hai.,3
Sajid and farah dono harami hai ...,3
Kuch hona tho h nahi India me law aor kanoon sirf gareebo ke liye h...,3
Sajid khan tu toh housefull nikla be,2
Madhur bhandarkar ko bhi laao radar pe 😂😂😂,2
BHAI  YEH TO BADA HE THARKII NIKLAA,3
Ghatiya Admi.. Disgusted man. I don't have words to describe what I really wanna say right now. He is such an evil person.,
metoo se ek baatt to saaf jitne bhi director producer hot type movie banate hain sale sab tadte honge ladkiyon ko aur patta nai kia kia karwate h,3
he is a bossdiwaala who made himmat wala,3
sajid Khan Teri ma ki aag apni maa aur behen ke sath Kar ye sab  isko madarjat ko Pakistan phej do,3
Abhi bollywood me sab aslil sence band hona chahiye.,3
Kutte ke jaise maaro sajid bhadwe ko,3
Sajid khan kamine ko 1000 baar bahoot zor se laat lagao .,3
"Hollywood ka issay bhi bura haal hai yeh tou kuch bhi nahi, Ab Bollywood walay sab k sab khush😂😂😂😂😂😂😂😂😂😂😂😂",2
Sale ko  jel me andar kara,3
Bandh hin from bollywood mr sajid khan stage me bade2 baat karta hai dono bhai bhen milke dushron se ladta hai aap lado kis muh dekhake,2
Maa di fudhi maari sajid khan ki,3
Now I doubt..if he had railed jaquline and tamannah..definitely.. this busterd been going around with these actresses..,
Sajid chuthiye.....,3
Thu hai iss admi pe,3
Ab faran khan kaha hai jo sali bolti thi hindu sab karte hai uske bhai sala harami hai,3
"Jab sajid ko ghussa aata hai, uska chaadi neeche aa jata hai. Dangerous admi hai.",3
Sajid par mujhe pahele se shak tha. Acha hua desh k samne iski hewaniyat nikal ayi..,3
Maro madharchod ko,3
"Sarey Bollywood actor specially actor Akshay Kumar,- arey ye aisa Ganda he ,mujhe to pata nhi tha Sale nautanki waaj,",3
Iski toh band bajj chuki hai...,3
There is a lot of Ghappa Ghapp everywhere in Bollywood,3
"Sajid bakrichod hai, iska auzar kaato, ummychod, behenchod.",3
Chalo houseful4 se Bach Gaye.,2
Farah Khan k sath aesa kart hai tu,2
Me to me to mere kaddu ka me to Sale media walo bhenchodo pehle Asifa ka case dabadiye Rafale dabadiye ghareebo ki insaf ki baat aayi to dabadiye India ke pore chote bade court me lakho case pending hai wo nahi amiro ke paas Sone ke plate hai. Ghareeb kisan ke paas do waqt ki Roti nahi. Aata mehenge Data sasta.,3
Bollywood ke Hamam Mein Sab nange Hain  Jiske barin mein nahi bolo gaya wo Kismat wala hai. keep your fingers crossed. Lesser said the better.,3
